,cod_ncm,hscode,cod_pais_origem,urf_cod,via_transp_cod,sgl_uf_import,city_cod,cidade_import,combinacao_202406,combinacao_202407
3053,85171439,8517,160,817800,1,SP,3418701,GUARUJA,0.0,0.0
3054,84439923,8443,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3055,90189010,9018,160,717600,1,SP,3405708,BARUERI,1.0,0.0
3056,85414290,8541,160,717600,1,RJ,3303906,PETROPOLIS,0.0,0.0
3057,85177900,8517,160,817700,4,SP,3404107,ATIBAIA,1.0,1.0
3058,29333949,2933,160,817800,1,SP,3438006,PINDAMONHANGABA,1.0,1.0
3059,84439929,8443,160,817800,1,SP,3406003,BAURU,0.0,0.0
3060,90185090,9018,160,817800,1,SP,3405708,BARUERI,1.0,0.0
3061,84439933,8443,160,817600,4,SP,3422505,ITAPEVI,1.0,1.0
3062,85414300,8541,160,1017700,1,SP,3441406,PRESIDENTE PRUDENTE,0.0,0.0
3063,90183999,9018,160,817600,4,SP,3452205,SOROCABA,1.0,1.0
3064,84433229,8443,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3065,90181100,9018,160,817800,1,MG,3131307,IPATINGA,0.0,0.0
3066,29215190,2921,160,817600,4,SP,3413801,DIADEMA,0.0,0.0
3067,84433115,8443,160,717700,4,RJ,3303302,NITEROI,0.0,0.0
3068,87084090,8708,160,817700,4,SP,3436505,PAULINIA,1.0,1.0
3069,84439949,8443,160,817600,4,MG,3125101,EXTREMA,0.0,0.0
3070,84439199,8443,160,817700,4,SP,3418800,GUARULHOS,1.0,1.0
3071,87083090,8708,160,917800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
3072,29339999,2933,160,817800,1,SP,3418404,GUARATINGUETA,1.0,1.0
3073,90181910,9018,160,817800,1,SP,3448906,SAO CARLOS,1.0,0.0
3074,84433910,8443,160,927800,1,RS,4313201,NOVA PETROPOLIS,0.0,0.0
3075,90189010,9018,160,617700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3076,87083090,8708,160,817600,4,SP,3423107,ITAQUAQUECETUBA,1.0,1.0
3077,85176294,8517,160,817800,1,SP,3418800,GUARULHOS,0.0,0.0
3078,29159049,2915,160,817700,4,SP,3450308,SAO PAULO,0.0,0.0
3079,85177010,8517,160,817600,4,SP,3425904,JUNDIAI,1.0,1.0
3080,87082919,8708,160,817700,4,SP,3407605,BRAGANCA PAULISTA,1.0,1.0
3081,29334919,2933,160,817800,1,SP,3456206,VALINHOS,1.0,1.0
3082,85411022,8541,160,817700,4,SP,3424709,JAGUARIUNA,1.0,1.0
3083,84433910,8443,160,817800,1,SP,3434401,OSASCO,0.0,0.0
3084,90181100,9018,160,817700,4,MG,3170701,VARGINHA,0.0,0.0
3085,29224990,2922,160,717700,4,RJ,3301702,DUQUE DE CAXIAS,0.0,0.0
3086,84439990,8443,160,817600,4,SP,3423107,ITAQUAQUECETUBA,1.0,1.0
3087,87089490,8708,160,817800,1,SP,3449805,SAO JOSE DO RIO PRETO,1.0,1.0
3088,29152910,2915,160,817800,1,SP,3420509,INDAIATUBA,1.0,1.0
3089,85414111,8541,160,717700,4,SP,3404909,BANANAL,1.0,1.0
3090,85411029,8541,160,817700,4,RS,4309308,GUAIBA,0.0,0.0
3091,85412910,8541,160,817600,4,SP,3445209,SALTO,1.0,1.0
3092,85411022,8541,160,817600,4,MG,3122306,DIVINOPOLIS,1.0,1.0
3093,90189029,9018,160,817600,4,SP,3413801,DIADEMA,1.0,1.0
3094,85177099,8517,160,817700,4,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
3095,85176259,8517,160,817800,1,SP,3456701,VINHEDO,0.0,0.0
3096,85415900,8541,160,817600,4,SP,3456206,VALINHOS,1.0,1.0
3097,87082999,8708,160,927700,1,RS,4308607,GARIBALDI,0.0,0.0
3098,29159090,2915,160,817600,4,SP,3454102,TAUBATE,0.0,0.0
3099,84431600,8443,160,927800,1,RJ,3305505,SAQUAREMA,0.0,0.0
3100,84433221,8443,160,1017700,1,RS,4314902,PORTO ALEGRE,0.0,0.0
3101,85176900,8517,160,817800,1,SP,3456206,VALINHOS,0.0,0.0
3102,87087090,8708,160,817700,4,SP,3421408,IRACEMAPOLIS,1.0,1.0
3103,85412920,8541,160,817600,4,SP,3418800,GUARULHOS,1.0,1.0
3104,29333949,2933,160,817800,1,RJ,3304201,RESENDE,0.0,0.0
3105,87089990,8708,160,817800,1,SP,3429401,MAUA,1.0,1.0
3106,85416010,8541,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3107,87083090,8708,160,927700,1,SP,3413009,COTIA,1.0,1.0
3108,29152100,2915,160,817800,1,MG,3110608,CAMBUI,0.0,0.0
3109,87082999,8708,160,927800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
3110,87081000,8708,160,927700,1,RS,4319000,SAO MARCOS,0.0,0.0
3111,84433236,8443,160,817800,1,MG,3170206,UBERLANDIA,0.0,0.0
3112,85176277,8517,160,817800,1,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
3113,85176259,8517,160,817600,4,MG,3125101,EXTREMA,0.0,0.0
3114,29153992,2915,160,817800,1,SP,3427306,LOUVEIRA,1.0,1.0
3115,87085099,8708,160,817600,4,SP,3456701,VINHEDO,1.0,1.0
3116,84439941,8443,160,817600,4,SP,3430607,MOGI DAS CRUZES,1.0,1.0
3117,29224990,2922,160,817800,1,SP,3403307,ARARAS,0.0,1.0
3118,85176254,8517,160,817800,1,RS,4316006,ROLANTE,0.0,0.0
3119,90189096,9018,160,717700,4,RJ,3303302,NITEROI,0.0,0.0
3120,87089490,8708,160,817700,4,SP,3436505,PAULINIA,1.0,1.0
3121,90181980,9018,160,817800,1,RJ,3303302,NITEROI,0.0,0.0
3122,90184999,9018,160,817600,4,SP,3405500,BARRETOS,1.0,1.0
3123,29153999,2915,160,717700,4,SP,3454102,TAUBATE,0.0,0.0
3124,90189069,9018,160,717600,1,SP,3450308,SAO PAULO,1.0,0.0
3125,29411042,2941,160,817600,4,SP,3436307,PATROCINIO PAULISTA,1.0,1.0
3126,87089300,8708,160,927800,1,SP,3448807,SAO CAETANO DO SUL,1.0,1.0
3127,87089100,8708,160,717700,4,RJ,3303302,NITEROI,0.0,0.0
3128,87084090,8708,160,817800,1,MG,3144805,NOVA LIMA,0.0,0.0
3129,29331990,2933,160,817600,4,SP,3456602,VERA CRUZ,1.0,1.0
3130,90189099,9018,160,817600,4,RS,4307708,ESTEIO,0.0,0.0
3131,85171432,8517,160,1010252,7,RS,4311007,JAGUARAO,0.0,0.0
3132,85177091,8517,160,817800,1,SP,3447809,SANTO ANDRE,0.0,0.0
3133,90189095,9018,160,817800,1,SP,3419071,HORTOLANDIA,1.0,0.0
3134,90189095,9018,160,717600,1,RJ,3304904,SAO GONCALO,0.0,0.0
3135,90189010,9018,160,817600,4,MG,3125101,EXTREMA,0.0,0.0
3136,85411011,8541,160,817700,4,MG,3134905,JACUTINGA,1.0,1.0
3137,87082914,8708,160,817600,4,SP,3425904,JUNDIAI,1.0,1.0
3138,29153999,2915,160,817800,1,SP,3431803,MONTE MOR,1.0,1.0
3139,85171890,8517,160,917800,1,RJ,3305000,SAO JOAO DA BARRA,0.0,0.0
3140,87089100,8708,160,817700,4,SP,3401905,AMPARO,1.0,1.0
3141,85415100,8541,160,817600,4,SP,3447809,SANTO ANDRE,1.0,1.0
3142,85414021,8541,160,817800,1,SP,3452205,SOROCABA,0.0,0.0
3143,29333999,2933,160,817800,1,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
3144,90189099,9018,160,817600,4,SP,3454102,TAUBATE,1.0,1.0
3145,84439990,8443,160,617700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3146,29337990,2933,160,817600,4,SP,3422604,ITAPIRA,1.0,1.0
3147,90181210,9018,160,817700,4,SP,3424006,ITUPEVA,1.0,1.0
3148,85411091,8541,160,1017700,1,RS,4304606,CANOAS,0.0,0.0
3149,29151390,2915,160,717700,4,SP,3454102,TAUBATE,0.0,0.0
3150,87082999,8708,160,927502,1,RS,4319000,SAO MARCOS,0.0,0.0
3151,85411092,8541,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3152,85416010,8541,160,817700,4,MG,3125101,EXTREMA,1.0,1.0
3153,87087090,8708,160,817800,1,SP,3405906,BATATAIS,1.0,1.0
3154,85414900,8541,160,717700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3155,87085080,8708,160,817600,4,SP,3420509,INDAIATUBA,1.0,1.0
3156,87089910,8708,160,817600,4,MG,3131000,INHAUMA,0.0,0.0
3157,84433191,8443,160,817700,4,SP,3428502,MAIRIPORA,1.0,1.0
3158,85411011,8541,160,817700,4,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
3159,85176241,8517,160,817600,4,RS,4314902,PORTO ALEGRE,0.0,0.0
3160,85414900,8541,160,817600,4,SP,3401608,AMERICANA,1.0,1.0
3161,29412090,2941,160,817800,1,SP,3413702,DESCALVADO,1.0,1.0
3162,85414121,8541,160,817800,1,SP,3407001,BOITUVA,0.0,0.0
3163,85412920,8541,160,817700,4,SP,3429302,MATAO,1.0,1.0
3164,29335949,2933,160,817800,1,SP,3412803,COSMOPOLIS,1.0,1.0
3165,90189099,9018,160,817800,1,MG,3152501,POUSO ALEGRE,0.0,0.0
3166,29339920,2933,160,817700,4,SP,3409502,CAMPINAS,1.0,1.0
3167,85176299,8517,160,817800,1,SP,3456701,VINHEDO,0.0,0.0
3168,85411099,8541,160,617700,4,MG,3106200,BELO HORIZONTE,1.0,1.0
3169,87082999,8708,160,817800,1,MG,3172004,VISCONDE DO RIO BRANCO,0.0,0.0
3170,85176259,8517,160,817800,1,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
3171,85414122,8541,160,817600,4,MG,3159605,SANTA RITA DO SAPUCAI,1.0,1.0
3172,84439919,8443,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3173,84439942,8443,160,817600,4,SP,3409205,CAJAMAR,1.0,1.0
3174,85176241,8517,160,817700,4,SP,3420509,INDAIATUBA,1.0,1.0
3175,85411022,8541,160,1010252,7,RS,4314902,PORTO ALEGRE,0.0,0.0
3176,85176130,8517,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3177,87082100,8708,160,817600,4,SP,3409205,CAJAMAR,1.0,1.0
3178,29151210,2915,160,927700,1,RS,4301602,BAGE,0.0,0.0
3179,87089200,8708,160,817800,1,SP,3415186,ESPIRITO SANTO DO PINHAL,1.0,1.0
3180,29153939,2915,160,817600,4,SP,3456701,VINHEDO,0.0,0.0
3181,85176234,8517,160,817600,4,SP,3416705,GARCA,1.0,1.0
3182,29339959,2933,160,817800,1,SP,3403901,ARUJA,1.0,1.0
3183,85176272,8517,160,817700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3184,85176249,8517,160,817800,1,MG,3125101,EXTREMA,0.0,0.0
3185,87088000,8708,160,817800,1,SP,3426704,LEME,1.0,1.0
3186,29224990,2922,160,817800,1,SP,3443402,RIBEIRAO PRETO,0.0,1.0
3187,85176234,8517,160,817700,4,RS,4305108,CAXIAS DO SUL,0.0,0.0
3188,90181990,9018,160,817700,4,SP,3456206,VALINHOS,1.0,1.0
3189,85177021,8517,160,817800,1,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
3190,29221919,2922,160,817700,4,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
3191,84433115,8443,160,927800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3192,84433910,8443,160,1017700,1,RS,4306403,DOIS IRMAOS,0.0,0.0
3193,85176254,8517,160,617700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3194,85177900,8517,160,717600,1,SP,3450308,SAO PAULO,0.0,0.0
3195,85177900,8517,160,817700,4,RS,4310207,IJUI,0.0,0.0
3196,84439941,8443,160,817800,1,SP,3402804,ARACATUBA,0.0,0.0
3197,90183921,9018,160,817800,1,SP,3449805,SAO JOSE DO RIO PRETO,1.0,0.0
3198,85414122,8541,160,817600,4,SP,3448500,SANTOS,1.0,1.0
3199,90183219,9018,160,817700,4,SP,3436505,PAULINIA,1.0,1.0
3200,29331190,2933,160,817700,4,SP,3413009,COTIA,1.0,1.0
3201,85411099,8541,160,817700,4,SP,3438709,PIRACICABA,1.0,1.0
3202,84433910,8443,160,817600,4,SP,3454102,TAUBATE,1.0,1.0
3203,85411022,8541,160,817800,1,RS,4309308,GUAIBA,0.0,0.0
3204,85414027,8541,160,817600,4,MG,3159605,SANTA RITA DO SAPUCAI,1.0,1.0
3205,85177190,8517,160,817700,4,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
3206,29331990,2933,160,817600,4,SP,3436505,PAULINIA,1.0,1.0
3207,87082991,8708,160,1017700,1,RS,4313409,NOVO HAMBURGO,0.0,0.0
3208,29224220,2922,160,927800,1,SP,3417703,GUARA,0.0,1.0
3209,85411019,8541,160,817800,1,MG,3118601,CONTAGEM,0.0,0.0
3210,85412199,8541,160,817600,4,SP,3401905,AMPARO,1.0,1.0
3211,84439929,8443,160,817800,1,RJ,3302254,ITATIAIA,0.0,0.0
3212,29332999,2933,160,717700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3213,29415090,2941,160,717700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3214,29331990,2933,160,927800,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3215,85171830,8517,160,717600,1,RJ,3305000,SAO JOAO DA BARRA,0.0,0.0
3216,87082993,8708,160,817800,1,MG,3167202,SETE LAGOAS,0.0,0.0
3217,87083090,8708,160,917800,1,SP,3434708,OURINHOS,1.0,1.0
3218,87084090,8708,160,717700,4,RJ,3304201,RESENDE,0.0,0.0
3219,85411019,8541,160,817700,4,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
3220,85411019,8541,160,817600,4,SP,3418305,GUARAREMA,1.0,1.0
3221,85412920,8541,160,1017801,4,RS,4309209,GRAVATAI,0.0,0.0
3222,29336913,2933,160,817800,1,RJ,3304201,RESENDE,0.0,0.0
3223,85176262,8517,160,617700,4,MG,3136702,JUIZ DE FORA,0.0,0.0
3224,85177900,8517,160,617700,4,MG,3152501,POUSO ALEGRE,0.0,0.0
3225,85176299,8517,160,817700,4,SP,3405708,BARUERI,1.0,1.0
3226,87089990,8708,160,817800,1,SP,3424402,JACAREI,1.0,1.0
3227,87087090,8708,160,817600,4,SP,3405708,BARUERI,1.0,1.0
3228,85171300,8517,160,1017801,4,RS,4318002,SAO BORJA,0.0,0.0
3229,29415020,2941,160,817700,4,SP,3413009,COTIA,1.0,1.0
3230,84433910,8443,160,817800,1,SP,3402804,ARACATUBA,0.0,0.0
3231,85411019,8541,160,817600,4,MG,3133600,ITAPEVA,1.0,1.0
3232,87089482,8708,160,817600,4,SP,3426902,LIMEIRA,1.0,1.0
3233,29221999,2922,160,817700,4,SP,3427306,LOUVEIRA,1.0,1.0
3234,29153300,2915,160,717700,4,SP,3447304,SANTANA DE PARNAIBA,0.0,0.0
3235,85176214,8517,160,817700,4,MG,3118601,CONTAGEM,0.0,0.0
3236,85411022,8541,160,817700,4,SP,3451702,SERTAOZINHO,1.0,1.0
3237,85414900,8541,160,817600,4,SP,3416705,GARCA,1.0,1.0
3238,84439922,8443,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3239,90189096,9018,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3240,84439960,8443,160,817700,4,SP,3434401,OSASCO,1.0,1.0
3241,87085099,8708,160,817800,1,SP,3449904,SAO JOSE DOS CAMPOS,1.0,1.0
3242,84433119,8443,160,717600,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3243,29224959,2922,160,817700,4,SP,3448906,SAO CARLOS,1.0,1.0
3244,84439929,8443,160,817600,4,SP,3452809,TABOAO DA SERRA,1.0,1.0
3245,87085099,8708,160,817600,4,SP,3418800,GUARULHOS,1.0,1.0
3246,84433113,8443,160,817800,1,SP,3452205,SOROCABA,0.0,0.0
3247,29333949,2933,160,817600,4,SP,3449904,SAO JOSE DOS CAMPOS,1.0,1.0
3248,85414290,8541,160,817600,4,SP,3448807,SAO CAETANO DO SUL,1.0,1.0
3249,29333929,2933,160,817800,1,SP,3452205,SOROCABA,1.0,1.0
3250,85177190,8517,160,817600,4,SP,3449904,SAO JOSE DOS CAMPOS,1.0,1.0
3251,87082999,8708,160,917800,1,RS,4309209,GRAVATAI,0.0,0.0
3252,85176241,8517,160,717700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3253,85414032,8541,160,817800,1,SP,3425300,JAU,0.0,0.0
3254,85171300,8517,160,817700,4,SP,3447809,SANTO ANDRE,1.0,1.0
3255,87089200,8708,160,817800,1,SP,3447304,SANTANA DE PARNAIBA,1.0,1.0
3256,87085099,8708,160,817700,4,SP,3420509,INDAIATUBA,1.0,1.0
3257,85176215,8517,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
3258,85412120,8541,160,817600,4,SP,3400808,ALFREDO MARCONDES,1.0,1.0
3259,85414300,8541,160,817800,1,MG,3104007,ARAXA,0.0,0.0
3260,29333922,2933,160,817600,4,RS,4314902,PORTO ALEGRE,0.0,0.0
3261,85414111,8541,160,817700,4,MG,3110509,CAMANDUCAIA,1.0,1.0
3262,87089200,8708,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3263,84433240,8443,160,717600,1,RJ,3302254,ITATIAIA,0.0,0.0
3264,29333919,2933,160,817600,4,SP,3424303,JABOTICABAL,1.0,1.0
3265,85176279,8517,160,817700,4,SP,3447809,SANTO ANDRE,1.0,1.0
3266,87082993,8708,160,817800,1,SP,3452205,SOROCABA,1.0,1.0
3267,87084090,8708,160,817800,1,MG,3106705,BETIM,0.0,0.0
3268,85412120,8541,160,817600,4,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
3269,85176199,8517,160,1017801,4,RS,4301503,AUGUSTO PESTANA,0.0,0.0
3270,90189099,9018,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
3271,87081000,8708,160,927800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
3272,29222919,2922,160,817800,1,SP,3450308,SAO PAULO,0.0,1.0
3273,84433252,8443,160,917800,1,MG,3170206,UBERLANDIA,0.0,0.0
3274,87082100,8708,160,817800,1,MG,3138302,LEANDRO FERREIRA,0.0,0.0
3275,90183999,9018,160,717600,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3276,85416090,8541,160,817600,4,RS,4303103,CACHOEIRINHA,0.0,0.0
3277,87084090,8708,160,817700,4,SP,3429401,MAUA,1.0,1.0
3278,85412910,8541,160,817700,4,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
3279,85414300,8541,160,927800,1,RS,4317202,SANTA ROSA,0.0,0.0
3280,87081000,8708,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3281,29419039,2941,160,817600,4,SP,3424303,JABOTICABAL,1.0,1.0
3282,85414300,8541,160,927700,1,SP,3450308,SAO PAULO,0.0,0.0
3283,87083090,8708,160,817700,4,SP,3448500,SANTOS,1.0,1.0
3284,85411021,8541,160,817800,1,SP,3456701,VINHEDO,0.0,0.0
3285,85411029,8541,160,817800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
3286,29331990,2933,160,817800,1,SP,3425102,JARDINOPOLIS,1.0,1.0
3287,29419041,2941,160,817800,1,SP,3420509,INDAIATUBA,1.0,1.0
3288,85412920,8541,160,817600,4,SP,3447809,SANTO ANDRE,1.0,1.0
3289,85176241,8517,160,717600,1,SP,3450308,SAO PAULO,0.0,0.0
3290,85176262,8517,160,817700,4,SP,3409205,CAJAMAR,1.0,1.0
3291,87082993,8708,160,817600,4,SP,3409205,CAJAMAR,1.0,1.0
3292,85171830,8517,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3293,87082200,8708,160,717800,1,RJ,3302254,ITATIAIA,1.0,1.0
3294,85171431,8517,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3295,85412110,8541,160,817700,4,SP,3456206,VALINHOS,1.0,1.0
3296,90189095,9018,160,817800,1,MG,3144805,NOVA LIMA,0.0,0.0
3297,87087010,8708,160,817800,1,SP,3430607,MOGI DAS CRUZES,1.0,1.0
3298,85177900,8517,160,817600,4,SP,3419071,HORTOLANDIA,1.0,1.0
3299,84439923,8443,160,817700,4,SP,3420509,INDAIATUBA,1.0,1.0
3300,85414122,8541,160,817700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3301,84433910,8443,160,817700,4,MG,3170206,UBERLANDIA,0.0,0.0
3302,85176262,8517,160,817600,4,SP,3405708,BARUERI,1.0,1.0
3303,90185090,9018,160,1017801,4,SP,3448906,SAO CARLOS,1.0,1.0
3304,85416010,8541,160,817800,1,SP,3452205,SOROCABA,0.0,0.0
3305,85411021,8541,160,817700,4,SP,3420509,INDAIATUBA,1.0,1.0
3306,85176254,8517,160,817700,4,MG,3125101,EXTREMA,0.0,0.0
3307,85176229,8517,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3308,85412110,8541,160,817700,4,SP,3447304,SANTANA DE PARNAIBA,1.0,1.0
3309,87082999,8708,160,817800,1,SP,3447809,SANTO ANDRE,1.0,1.0
3310,85177110,8517,160,1017801,4,RS,4309209,GRAVATAI,0.0,0.0
3311,85176239,8517,160,817600,4,SP,3425003,JANDIRA,1.0,1.0
3312,85412199,8541,160,817800,1,SP,3452205,SOROCABA,0.0,0.0
3313,87089990,8708,160,1017700,1,RS,4317608,SANTO ANTONIO DA PATRULHA,0.0,0.0
3314,87089100,8708,160,817600,4,MG,3152501,POUSO ALEGRE,0.0,0.0
3315,29333999,2933,160,817600,4,MG,3152501,POUSO ALEGRE,0.0,0.0
3316,85411091,8541,160,1017801,4,RS,4309308,GUAIBA,0.0,0.0
3317,85411022,8541,160,817600,4,RS,4314902,PORTO ALEGRE,0.0,0.0
3318,85411099,8541,160,817800,1,SP,3418800,GUARULHOS,0.0,0.0
3319,85176239,8517,160,817800,1,SP,3452809,TABOAO DA SERRA,0.0,0.0
3320,87083090,8708,160,817800,1,SP,3403307,ARARAS,1.0,1.0
3321,85414122,8541,160,617700,4,MG,3162955,SAO JOSE DA LAPA,1.0,1.0
3322,85176272,8517,160,817600,4,SP,3420509,INDAIATUBA,1.0,1.0
3323,29211139,2921,160,1017700,1,RS,4300604,ALVORADA,0.0,0.0
3324,90181210,9018,160,817700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3325,85411019,8541,160,817700,4,SP,3451702,SERTAOZINHO,1.0,1.0
3326,29153921,2915,160,817800,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3327,85411019,8541,160,817800,1,SP,3409205,CAJAMAR,0.0,0.0
3328,85412120,8541,160,817600,4,MG,3170701,VARGINHA,1.0,1.0
3329,90183929,9018,160,817600,4,SP,3447304,SANTANA DE PARNAIBA,1.0,1.0
3330,85176262,8517,160,717600,1,MG,3106705,BETIM,0.0,0.0
3331,85412120,8541,160,617700,4,MG,3151800,POCOS DE CALDAS,1.0,1.0
3332,29224910,2922,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3333,85414900,8541,160,817800,1,RJ,3302254,ITATIAIA,0.0,0.0
3334,87084090,8708,160,817600,4,SP,3443402,RIBEIRAO PRETO,1.0,1.0
3335,85414300,8541,160,927800,1,MG,3151206,PIRAPORA,0.0,0.0
3336,84439199,8443,160,817600,4,RS,4305108,CAXIAS DO SUL,0.0,0.0
3337,85414122,8541,160,817700,4,SP,3413009,COTIA,1.0,1.0
3338,85176241,8517,160,717600,1,RS,4306767,ELDORADO DO SUL,0.0,0.0
3339,29153931,2915,160,817800,1,SP,3450308,SAO PAULO,1.0,1.0
3340,85171410,8517,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3341,85413021,8541,160,817700,4,SP,3438006,PINDAMONHANGABA,1.0,1.0
3342,85412199,8541,160,1017801,4,RS,4314902,PORTO ALEGRE,0.0,0.0
3343,29159090,2915,160,817800,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3344,85411012,8541,160,817600,4,SP,3406003,BAURU,1.0,1.0
3345,85411029,8541,160,817700,4,SP,3406003,BAURU,1.0,1.0
3346,87083090,8708,160,817800,1,RJ,3301702,DUQUE DE CAXIAS,1.0,1.0
3347,85414124,8541,160,717600,4,RS,4303103,CACHOEIRINHA,0.0,0.0
3348,85414122,8541,160,817700,4,RS,4313904,PANAMBI,0.0,0.0
3349,87082913,8708,160,817600,4,SP,3425904,JUNDIAI,1.0,1.0
3350,29151100,2915,160,817800,1,MG,3170107,UBERABA,0.0,0.0
3351,84431600,8443,160,817800,1,SP,3423107,ITAQUAQUECETUBA,0.0,0.0
3352,29153931,2915,160,817700,4,SP,3454102,TAUBATE,0.0,0.0
3353,29156019,2915,160,817600,4,SP,3454102,TAUBATE,0.0,0.0
3354,85414122,8541,160,817800,1,SP,3431803,MONTE MOR,0.0,0.0
3355,85171231,8517,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
3356,85412120,8541,160,817700,4,SP,3409502,CAMPINAS,1.0,1.0
3357,90183929,9018,160,817600,4,MG,3137601,LAGOA SANTA,0.0,0.0
3358,87082100,8708,160,817800,1,SP,3452205,SOROCABA,1.0,1.0
3359,87084080,8708,160,817800,1,SP,3450308,SAO PAULO,1.0,1.0
3360,85414122,8541,160,1017801,4,RS,4313904,PANAMBI,0.0,0.0
3361,85176249,8517,160,817800,1,SP,3450308,SAO PAULO,0.0,0.0
3362,29212990,2921,160,817800,1,SP,3450308,SAO PAULO,0.0,0.0
3363,85176277,8517,160,817800,1,RS,4322806,VERANOPOLIS,0.0,0.0
3364,29214500,2921,160,817600,4,MG,3106200,BELO HORIZONTE,0.0,0.0
3365,85176241,8517,160,817700,4,SP,3434401,OSASCO,1.0,1.0
3366,85411029,8541,160,817700,4,SP,3413801,DIADEMA,1.0,1.0
3367,29333999,2933,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
3368,29153999,2915,160,517800,1,SP,3413801,DIADEMA,1.0,1.0
3369,85411022,8541,160,817700,4,SP,3454102,TAUBATE,1.0,1.0
3370,29224990,2922,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
3371,87089990,8708,160,817800,1,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
3372,85414121,8541,160,927800,1,RS,4304606,CANOAS,0.0,0.0
3373,85177900,8517,160,817700,4,RS,4304606,CANOAS,0.0,0.0
3374,29335949,2933,160,817800,1,MG,3170107,UBERABA,0.0,0.0
3375,84439990,8443,160,817800,1,MG,3125101,EXTREMA,0.0,0.0
3376,29213012,2921,160,817800,1,SP,3448708,SAO BERNARDO DO CAMPO,0.0,0.0
3377,85419020,8541,160,817600,4,SP,3418800,GUARULHOS,1.0,1.0
3378,29419039,2941,160,817600,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
3379,84439960,8443,160,817700,4,SP,3445803,SANTA BARBARA D'OESTE,1.0,1.0
3380,84433113,8443,160,817800,1,RJ,3302254,ITATIAIA,0.0,0.0
3381,85415900,8541,160,817700,4,SP,3414403,DRACENA,1.0,1.0
3382,85177900,8517,160,817600,4,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
3383,29211999,2921,160,717700,4,RJ,3301702,DUQUE DE CAXIAS,0.0,0.0
3384,87085080,8708,160,817800,1,RS,4304606,CANOAS,0.0,0.0
3385,29339949,2933,160,817800,1,MG,3137205,LAGOA DA PRATA,0.0,0.0
3386,85412920,8541,160,817800,1,SP,3429302,MATAO,0.0,0.0
3387,85176254,8517,160,1017700,1,RS,4318804,SAO LOURENCO DO SUL,0.0,0.0
